random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,276
243,33395958,Multi-channel hierarchy functional integration analysis between large-scale brain networks for migraine: An fMRI study,"Shi Y, Zeng W, Nie W, Yang J.",Neuroimage Clin. 2020;28:102462. doi: 10.1016/j.nicl.2020.102462. Epub 2020 Oct 8.,Shi Y,Neuroimage Clin,2020,2021/01/05,PMC7575876,,10.1016/j.nicl.2020.102462,1,49,48,,,,0,0,,,
244,33287704,Concurrent brain structural and functional alterations in patients with migraine without aura: an fMRI study,"Li Z, Zhou J, Lan L, Cheng S, Sun R, Gong Q, Wintermark M, Zeng F, Liang F.",J Headache Pain. 2020 Dec 7;21(1):141. doi: 10.1186/s10194-020-01203-5.,Li Z,J Headache Pain,2020,2020/12/08,PMC7720576,,10.1186/s10194-020-01203-5,1,72,46,,,,0,0,,,
245,32015137,Individual-specific functional connectivity of the amygdala: A substrate for precision psychiatry,"Sylvester CM, Yu Q, Srivastava AB, Marek S, Zheng A, Alexopoulos D, Smyser CD, Shimony JS, Ortega M, Dierker DL, Patel GH, Nelson SM, Gilmore AW, McDermott KB, Berg JJ, Drysdale AT, Perino MT, Snyder AZ, Raut RV, Laumann TO, Gordon EM, Barch DM, Rogers CE, Greene DJ, Raichle ME, Dosenbach NUF.",Proc Natl Acad Sci U S A. 2020 Feb 18;117(7):3808-3818. doi: 10.1073/pnas.1910842117. Epub 2020 Feb 3.,Sylvester CM,Proc Natl Acad Sci U S A,2020,2020/02/05,PMC7035483,,10.1073/pnas.1910842117,0,,,,,,,,,"seed-based, method",
246,32871501,Effects of highly purified cannabidiol (CBD) on fMRI of working memory in treatment-resistant epilepsy,"Gaston TE, Allendorfer JB, Nair S, Bebin EM, Grayson LP, Martin RC, Szaflarski JP; UAB CBD Program.",Epilepsy Behav. 2020 Nov;112:107358. doi: 10.1016/j.yebeh.2020.107358. Epub 2020 Aug 29.,Gaston TE,Epilepsy Behav,2020,2020/09/02,,,10.1016/j.yebeh.2020.107358,0,,,,,,,,,within-patient,
247,35529470,Novel imaging technologies for genetic diagnoses in the inborn errors of metabolism,"Gropman AL, Anderson A.",J Transl Genet Genom. 2020;4:429-445. doi: 10.20517/jtgg.2020.09. Epub 2020 Nov 13.,Gropman AL,J Transl Genet Genom,2020,2022/05/09,PMC9075742,NIHMS1649044,10.20517/jtgg.2020.09,0,,,,,,,,,review,
248,31972231,Behavioral deficits in left hemispatial neglect are related to a reduction of spontaneous neuronal activity in the right superior parietal lobule,"Machner B, von der Gablentz J, Göttlich M, Heide W, Helmchen C, Sprenger A, Münte TF.",Neuropsychologia. 2020 Feb 17;138:107356. doi: 10.1016/j.neuropsychologia.2020.107356. Epub 2020 Jan 20.,Machner B,Neuropsychologia,2020,2020/01/24,,,10.1016/j.neuropsychologia.2020.107356,1,19,15,,,,0,0,,seed-based,
249,31926904,"Frontolimbic, Frontoparietal, and Default Mode Involvement in Functional Dysconnectivity in Psychotic Bipolar Disorder","Nabulsi L, McPhilemy G, Kilmartin L, Whittaker JR, Martyn FM, Hallahan B, McDonald C, Murphy K, Cannon DM.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Feb;5(2):140-151. doi: 10.1016/j.bpsc.2019.10.015. Epub 2019 Nov 11.,Nabulsi L,Biol Psychiatry Cogn Neurosci Neuroimaging,2020,2020/01/14,PMC7613114,EMS149422,10.1016/j.bpsc.2019.10.015,1,56,41,,,,1,0,limitation,,
250,33018177,Exploring the relevance between brain glucose metabolism and functional connectivity in Chinese cognitive dysfunctions' subjects using integrated resting-state PET/MRI images,"Ding C, Han Y, Jiang J.",Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1096-1099. doi: 10.1109/EMBC44109.2020.9175841.,Ding C,Annu Int Conf IEEE Eng Med Biol Soc,2020,2020/10/06,,,10.1109/EMBC44109.2020.9175841,1,21,15,,,,0,0,,,
251,33028816,Reconstructing lost BOLD signal in individual participants using deep machine learning,"Yan Y, Dahmani L, Ren J, Shen L, Peng X, Wang R, He C, Jiang C, Gong C, Tian Y, Zhang J, Guo Y, Lin Y, Li S, Wang M, Li L, Hong B, Liu H.",Nat Commun. 2020 Oct 7;11(1):5046. doi: 10.1038/s41467-020-18823-9.,Yan Y,Nat Commun,2020,2020/10/08,PMC7542429,,10.1038/s41467-020-18823-9,0,,,,,,,,,method,
252,33395996,An imbalance between functional segregation and integration in patients with pontine stroke: A dynamic functional network connectivity study,"Wang Y, Wang C, Miao P, Liu J, Wei Y, Wu L, Wang K, Cheng J.",Neuroimage Clin. 2020;28:102507. doi: 10.1016/j.nicl.2020.102507. Epub 2020 Nov 19.,Wang Y,Neuroimage Clin,2020,2021/01/05,PMC7714678,,10.1016/j.nicl.2020.102507,1,58,52,,,,0,0,,seed-based,
253,31770543,Connectivity patterns of cognitive control network in first episode medication-naive depression and remitted depression,"Jiao K, Xu H, Teng C, Song X, Xiao C, Fox PT, Zhang N, Wang C, Zhong Y.",Behav Brain Res. 2020 Feb 3;379:112381. doi: 10.1016/j.bbr.2019.112381. Epub 2019 Nov 23.,Jiao K,Behav Brain Res,2020,2019/11/27,,,10.1016/j.bbr.2019.112381,1,22,20,20,,,0,0,,seed-based,
254,31539693,Topological reorganization of the default mode network in patients with poststroke depressive symptoms: A resting-state fMRI study,"Liang Y, Yao YC, Zhao L, Shi L, Chen YK, Mok VC, Ungvari GS, Chu WC, Tang WK.",J Affect Disord. 2020 Jan 1;260:557-568. doi: 10.1016/j.jad.2019.09.051. Epub 2019 Sep 11.,Liang Y,J Affect Disord,2020,2019/09/21,,,10.1016/j.jad.2019.09.051,1,37,36,,,,1,0,limitation,seed-based,
255,32781423,Anterior insular network disconnection and cognitive impairment in Parkinson's disease,"Fathy YY, Hepp DH, de Jong FJ, Geurts JJG, Foncke EMJ, Berendse HW, van de Berg WDJ, Schoonheim MM.",Neuroimage Clin. 2020;28:102364. doi: 10.1016/j.nicl.2020.102364. Epub 2020 Jul 25.,Fathy YY,Neuroimage Clin,2020,2020/08/12,PMC7417948,,10.1016/j.nicl.2020.102364,1,53,15,,,,1,0,limitation,seed-based,
256,32687066,Differential functional dysconnectivity of caudate nucleus subdivisions in Parkinson's disease,"Jia X, Pan Z, Chen H, Wang Z, Li K, Wang X, Wang Z, Ma H, Feng T, Yang Q.",Aging (Albany NY). 2020 Sep 5;12(16):16183-16194. doi: 10.18632/aging.103628.,Jia X,Aging (Albany NY),2020,2020/07/21,PMC7485745,,10.18632/aging.103628,1,34,26,,,,0,0,,seed-based,
257,30511112,Abnormal functional connectivity and degree centrality in anterior cingulate cortex in patients with long-term sensorineural hearing loss,"Luan Y, Wang C, Jiao Y, Tang T, Zhang J, Lu C, Salvi R, Teng GJ.",Brain Imaging Behav. 2020 Jun;14(3):682-695. doi: 10.1007/s11682-018-0004-0.,Luan Y,Brain Imaging Behav,2020,2018/12/05,,,10.1007/s11682-018-0004-0,1,35,35,,,,0,0,,seed-based,
258,32688026,Inflammation is associated with decreased functional connectivity of insula in unmedicated bipolar disorder,"Chen P, Chen F, Chen G, Zhong S, Gong J, Zhong H, Ye T, Tang G, Wang J, Luo Z, Qi Z, Jia Y, Yang H, Yin Z, Huang L, Wang Y.",Brain Behav Immun. 2020 Oct;89:615-622. doi: 10.1016/j.bbi.2020.07.004. Epub 2020 Jul 17.,Chen P,Brain Behav Immun,2020,2020/07/21,,,10.1016/j.bbi.2020.07.004,1,68,41,,,,0,0,,seed-based,
259,32270434,Cerebral regional and network characteristics in asthma patients: a resting-state fMRI study,"Li S, Lv P, He M, Zhang W, Liu J, Gong Y, Wang T, Gong Q, Ji Y, Lui S.",Front Med. 2020 Dec;14(6):792-801. doi: 10.1007/s11684-020-0745-1. Epub 2020 Apr 8.,Li S,Front Med,2020,2020/04/10,,,10.1007/s11684-020-0745-1,1,40,39,,,,0,0,,,
260,32267024,Functional and anatomical brain connectivity in psoriasis patients and healthy controls: a pilot brain imaging study after exposure to mentally induced itch,"Najafi P, Ben Salem D, Carré JL, Misery L, Dufor O.",J Eur Acad Dermatol Venereol. 2020 Nov;34(11):2557-2565. doi: 10.1111/jdv.16441. Epub 2020 May 19.,Najafi P,J Eur Acad Dermatol Venereol,2020,2020/04/09,,,10.1111/jdv.16441,1,15,14,,,,0,0,,,
261,31120006,Functional connectivity in obsessive-compulsive disorder and its subtypes,"Ravindran A, Richter M, Jain T, Ravindran L, Rector N, Farb N.",Psychol Med. 2020 May;50(7):1173-1181. doi: 10.1017/S0033291719001090. Epub 2019 May 23.,Ravindran A,Psychol Med,2020,2019/05/24,,,10.1017/S0033291719001090,1,31,17,,,,1,0,limitation,seed-based,
262,32037204,Functional network connectivity in early-stage schizophrenia,"Hummer TA, Yung MG, Goñi J, Conroy SK, Francis MM, Mehdiyoun NF, Breier A.",Schizophr Res. 2020 Apr;218:107-115. doi: 10.1016/j.schres.2020.01.023. Epub 2020 Feb 7.,Hummer TA,Schizophr Res,2020,2020/02/11,,,10.1016/j.schres.2020.01.023,1,56,32,,,,0,0,,,
263,32663936,The concurrent disturbance of dynamic functional and structural brain connectome in major depressive disorder: the prefronto-insular pathway,"Zhang H, Palaniyappan L, Wu Y, Cong E, Wu C, Ding L, Jin F, Qiu M, Huang Y, Wu Y, Wang J, Ying S, Peng D.",J Affect Disord. 2020 Sep 1;274:1084-1090. doi: 10.1016/j.jad.2020.05.148. Epub 2020 Jun 1.,Zhang H,J Affect Disord,2020,2020/07/16,,,10.1016/j.jad.2020.05.148,1,28,27,21,,,0,0,,seed-based,
264,32152874,Alterations in intra- and internetwork functional connectivity associated with levetiracetam treatment in temporal lobe epilepsy,"Pang XM, Liang XL, Zhou X, Liu JP, Zhang Z, Zheng JO.",Neurol Sci. 2020 Aug;41(8):2165-2174. doi: 10.1007/s10072-020-04322-8. Epub 2020 Mar 9.,Pang XM,Neurol Sci,2020,2020/03/11,,,10.1007/s10072-020-04322-8,1,16,16,13,,,0,0,,,
265,32882386,Diffusion functional MRI reveals global brain network functional abnormalities driven by targeted local activity in a neuropsychiatric disease mouse model,"Abe Y, Takata N, Sakai Y, Hamada HT, Hiraoka Y, Aida T, Tanaka K, Bihan DL, Doya K, Tanaka KF.",Neuroimage. 2020 Dec;223:117318. doi: 10.1016/j.neuroimage.2020.117318. Epub 2020 Sep 1.,Abe Y,Neuroimage,2020,2020/09/04,,,10.1016/j.neuroimage.2020.117318,0,,,,,,,,,mice,
266,32061738,Enhanced positive functional connectivity strength in left-sided chronic subcortical stroke,"Diao Q, Liu J, Zhang X.",Brain Res. 2020 Apr 15;1733:146727. doi: 10.1016/j.brainres.2020.146727. Epub 2020 Feb 14.,Diao Q,Brain Res,2020,2020/02/17,,,10.1016/j.brainres.2020.146727,1,86,75,,,,0,0,,,
267,31954737,Aberrant resting-state interhemispheric functional connectivity in patients with postpartum depression,"Zhang S, Wang W, Wang G, Li B, Chai L, Guo J, Gao X.",Behav Brain Res. 2020 Mar 16;382:112483. doi: 10.1016/j.bbr.2020.112483. Epub 2020 Jan 16.,Zhang S,Behav Brain Res,2020,2020/01/20,,,10.1016/j.bbr.2020.112483,1,28,25,,,,0,0,,,
268,31900470,Functional Connectivity of the Supplementary Motor Network Is Associated with Fried's Modified Frailty Score in Older Adults,"Lammers F, Zacharias N, Borchers F, Mörgeli R, Spies CD, Winterer G.",J Gerontol A Biol Sci Med Sci. 2020 Nov 13;75(12):2239-2248. doi: 10.1093/gerona/glz297.,Lammers F,J Gerontol A Biol Sci Med Sci,2020,2020/01/05,,,10.1093/gerona/glz297,1,70,60,13,,,1,0,limitation,seed-based,
269,30617780,Disruption of functional connectivity among subcortical arousal system and cortical networks in temporal lobe epilepsy,"Li R, Hu C, Wang L, Liu D, Liu D, Liao W, Xiao B, Chen H, Feng L.",Brain Imaging Behav. 2020 Jun;14(3):762-771. doi: 10.1007/s11682-018-0014-y.,Li R,Brain Imaging Behav,2020,2019/01/09,,,10.1007/s11682-018-0014-y,1,30,26,,,,1,0,limitation,,
270,33018333,Disrupted Coupling Between NAA and Functional Connectivity in Ventromedial Prefrontal Cortex of Drug-Naïve First-Episode Psychosis,"Li W, Xiang Q, Liu D, Li Y.",Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1738-1741. doi: 10.1109/EMBC44109.2020.9176293.,Li W,Annu Int Conf IEEE Eng Med Biol Soc,2020,2020/10/06,,,10.1109/EMBC44109.2020.9176293,1,27,26,,,,1,0,limitation,seed-based,
271,31809888,Effects of stress on functional connectivity during problem solving,"Nair N, Hegarty JP 2nd, Ferguson BJ, Hecht PM, Tilley M, Christ SE, Beversdorf DQ.",Neuroimage. 2020 Mar;208:116407. doi: 10.1016/j.neuroimage.2019.116407. Epub 2019 Dec 4.,Nair N,Neuroimage,2020,2019/12/07,,,10.1016/j.neuroimage.2019.116407,0,,,,,,,,,within-patient,
272,32439642,Resting-State Brain Activity for Early Prediction Outcome in Postanoxic Patients in a Coma with Indeterminate Clinical Prognosis,"Pugin D, Hofmeister J, Gasche Y, Vulliemoz S, Lövblad KO, Ville DV, Haller S.",AJNR Am J Neuroradiol. 2020 Jun;41(6):1022-1030. doi: 10.3174/ajnr.A6572. Epub 2020 May 21.,Pugin D,AJNR Am J Neuroradiol,2020,2020/05/23,PMC7342736,,10.3174/ajnr.A6572,1,9,8,,,,0,0,,,
273,32361267,Ventral tegmental area dysfunction affects decision-making in patients with myotonic dystrophy type-1,"Serra L, Scocchia M, Meola G, D'Amelio M, Bruschini M, Silvestri G, Petrucci A, Di Domenico C, Caltagirone C, Koch G, Cercignani M, Petrosini L, Bozzali M.",Cortex. 2020 Jul;128:192-202. doi: 10.1016/j.cortex.2020.03.022. Epub 2020 Apr 8.,Serra L,Cortex,2020,2020/05/04,,,10.1016/j.cortex.2020.03.022,1,31,26,,,,1,1,"motivation, limitation",seed-based,
274,32180744,Violent Behavior Is Associated With Emotion Salience Network Dysconnectivity in Schizophrenia,"Tikàsz A, Potvin S, Dugré JR, Fahim C, Zaharieva V, Lipp O, Mendrek A, Dumais A.",Front Psychiatry. 2020 Feb 28;11:143. doi: 10.3389/fpsyt.2020.00143. eCollection 2020.,Tikàsz A,Front Psychiatry,2020,2020/03/18,PMC7059347,,10.3389/fpsyt.2020.00143,1,21,20,19,,,0,0,,,
275,31775531,"Brain-Wide Functional Dysconnectivity in Schizophrenia: Parsing Diathesis, Resilience, and the Effects of Clinical Expression","Guo S, He N, Liu Z, Linli Z, Tao H, Palaniyappan L.",Can J Psychiatry. 2020 Jan;65(1):21-29. doi: 10.1177/0706743719890174. Epub 2019 Nov 28.,Guo S,Can J Psychiatry,2020,2019/11/29,PMC6966251,,10.1177/0706743719890174,1,60,28,28,,,1,1,"motivation, limitation",,
276,32097881,Increased on-state cortico-mesencephalic functional connectivity in Parkinson disease with freezing of gait,"Lench DH, Embry A, Hydar A, Hanlon CA, Revuelta G.",Parkinsonism Relat Disord. 2020 Mar;72:31-36. doi: 10.1016/j.parkreldis.2020.02.008. Epub 2020 Feb 19.,Lench DH,Parkinsonism Relat Disord,2020,2020/02/26,PMC7208449,NIHMS1568197,10.1016/j.parkreldis.2020.02.008,1,27,27,,,,0,0,,seed-based,
277,31899164,Longitudinal assessment of resting-state fMRI in temporal lobe epilepsy: A two-year follow-up study,"Zhang Z, Zhou X, Liu J, Qin L, Yu L, Pang X, Ye W, Zheng J.",Epilepsy Behav. 2020 Feb;103(Pt A):106858. doi: 10.1016/j.yebeh.2019.106858. Epub 2019 Dec 31.,Zhang Z,Epilepsy Behav,2020,2020/01/04,,,10.1016/j.yebeh.2019.106858,1,17,16,,,,0,0,,seed-based,
278,32147973,Pregenual or subgenual anterior cingulate cortex as potential effective region for brain stimulation of depression,"Jing Y, Zhao N, Deng XP, Feng ZJ, Huang GF, Meng M, Zang YF, Wang J.",Brain Behav. 2020 Apr;10(4):e01591. doi: 10.1002/brb3.1591. Epub 2020 Mar 8.,Jing Y,Brain Behav,2020,2020/03/10,PMC7177590,,10.1002/brb3.1591,0,,,,,,,,,within-patient,
279,32698931,Dorsolateral prefrontal cortex and amygdala function during cognitive reappraisal predicts weight restoration and emotion regulation impairment in anorexia nervosa,"Steward T, Martínez-Zalacaín I, Mestre-Bach G, Sánchez I, Riesco N, Jiménez-Murcia S, Fernández-Formoso JA, Veciana de Las Heras M, Custal N, Menchón JM, Soriano-Mas C, Fernandez-Aranda F.",Psychol Med. 2022 Apr;52(5):844-852. doi: 10.1017/S0033291720002457. Epub 2020 Jul 23.,Steward T,Psychol Med,2022,2020/07/24,,,10.1017/S0033291720002457,1,21,21,,,,0,0,,,
280,33101404,Aberrant Advanced Cognitive and Attention-Related Brain Networks in Parkinson's Disease with Freezing of Gait,"Li Y, Ruan X, Li E, Zhang G, Liu Y, Du Y, Wang Z, Yu S, Yang R, Li M, Wei X.",Neural Plast. 2020 Oct 8;2020:8891458. doi: 10.1155/2020/8891458. eCollection 2020.,Li Y,Neural Plast,2020,2020/10/26,PMC7568140,,10.1155/2020/8891458,1,55,26,,,,1,0,motivation,,
281,31444779,Inconsistency between cortical reorganization and functional connectivity alteration in the sensorimotor cortex following incomplete cervical spinal cord injury,"Li X, Chen Q, Zheng W, Chen X, Wang L, Qin W, Li K, Lu J, Chen N.",Brain Imaging Behav. 2020 Dec;14(6):2367-2377. doi: 10.1007/s11682-019-00190-9.,Li X,Brain Imaging Behav,2020,2019/08/25,,,10.1007/s11682-019-00190-9,1,19,19,,,,0,0,,seed-based,
282,33133006,Altered Intrinsic Brain Activity and Functional Connectivity Before and After Knee Arthroplasty in the Elderly: A Resting-State fMRI Study,"Lan F, Lin G, Cao G, Li Z, Ma D, Liu F, Duan M, Fu H, Xiao W, Qi Z, Wang T.",Front Neurol. 2020 Sep 29;11:556028. doi: 10.3389/fneur.2020.556028. eCollection 2020.,Lan F,Front Neurol,2020,2020/11/02,PMC7550714,,10.3389/fneur.2020.556028,1,23,23,,,,1,0,limitation,,
283,32765417,The Superior Colliculus and Amygdala Support Evaluation of Face Trait in Blindsight,"Ajina S, Pollard M, Bridge H.",Front Neurol. 2020 Jul 17;11:769. doi: 10.3389/fneur.2020.00769. eCollection 2020.,Ajina S,Front Neurol,2020,2020/08/09,PMC7379153,,10.3389/fneur.2020.00769,0,,,,,,,,,within-patient,
284,32066690,Threat-induced anxiety during goal pursuit disrupts amygdala-prefrontal cortex connectivity in posttraumatic stress disorder,"Sun D, Gold AL, Swanson CA, Haswell CC, Brown VM, Stjepanovic D; VA Mid-Atlantic MIRECC Workgroup, LaBar KS, Morey RA.",Transl Psychiatry. 2020 Feb 10;10(1):61. doi: 10.1038/s41398-020-0739-4.,Sun D,Transl Psychiatry,2020,2020/02/19,PMC7026403,,10.1038/s41398-020-0739-4,1,25,25,,,,1,1,motivation,seed-based,
285,32684069,Distinct Effects of Motor Training on Resting-State Functional Networks of the Brain in Parkinson's Disease,"Droby A, Maidan I, Jacob Y, Giladi N, Hausdorff JM, Mirelman A.",Neurorehabil Neural Repair. 2020 Sep;34(9):795-803. doi: 10.1177/1545968320940985. Epub 2020 Jul 18.,Droby A,Neurorehabil Neural Repair,2020,2020/07/21,,,10.1177/1545968320940985,1,19,18,,,,0,0,,,
286,33070099,The bed nucleus of the stria terminalis and functionally linked neurocircuitry modulate emotion processing and HPA axis dysfunction in posttraumatic stress disorder,"Awasthi S, Pan H, LeDoux JE, Cloitre M, Altemus M, McEwen B, Silbersweig D, Stern E.",Neuroimage Clin. 2020;28:102442. doi: 10.1016/j.nicl.2020.102442. Epub 2020 Sep 24.,Awasthi S,Neuroimage Clin,2020,2020/10/18,PMC7569227,,10.1016/j.nicl.2020.102442,1,29,23,,,,0,0,,,
287,30868989,Abnormal dynamic functional network connectivity in unmedicated bipolar and major depressive disorders based on the triple-network model,"Wang J, Wang Y, Huang H, Jia Y, Zheng S, Zhong S, Chen G, Huang L, Huang R.",Psychol Med. 2020 Feb;50(3):465-474. doi: 10.1017/S003329171900028X. Epub 2019 Mar 14.,Wang J,Psychol Med,2020,2019/03/15,,,10.1017/S003329171900028X,1,52,51,51,,,0,0,,"seed-based, dynamic FC",
288,32612359,Altered Intrinsic Functional Connectivity of the Primary Visual Cortex in Patients with Corneal Ulcer: A Resting-State fMRI Study,"Hu SL, Tang LY, Fang JW, Su T, Ge QM, Lin Q, Li B, Shi WQ, Li QY, Liang RB, Shao Y.",Neuropsychiatr Dis Treat. 2020 Jun 23;16:1571-1581. doi: 10.2147/NDT.S238463. eCollection 2020.,Hu SL,Neuropsychiatr Dis Treat,2020,2020/07/03,PMC7323573,,10.2147/NDT.S238463,1,30,30,,,,0,0,,,
289,32429065,Comparison Analysis between the Medication Efficacy of the Milnacipran and Functional Connectivity of Neural Networks in Fibromyalgia Patients,"Kim SH, Lee MW, Kang MJ, Lee SG, Lee JG, Mun CW.",Brain Sci. 2020 May 15;10(5):295. doi: 10.3390/brainsci10050295.,Kim SH,Brain Sci,2020,2020/05/21,PMC7287912,,10.3390/brainsci10050295,0,,,,,,,,,within-patient,
290,32047928,Resting-state brain network topological properties and the correlation with neuropsychological assessment in adolescent narcolepsy,"Fulong X, Spruyt K, Chao L, Dianjiang Z, Jun Z, Fang H.",Sleep. 2020 Aug 12;43(8):zsaa018. doi: 10.1093/sleep/zsaa018.,Fulong X,Sleep,2020,2020/02/13,,,10.1093/sleep/zsaa018,1,39,26,,,,0,0,,,
291,31456158,Task-evoked reconfiguration of the fronto-parietal network is associated with cognitive performance in brain tumor patients,"De Baene W, Jansma MJ, Schouwenaars IT, Rutten GM, Sitskoorn MM.",Brain Imaging Behav. 2020 Dec;14(6):2351-2366. doi: 10.1007/s11682-019-00189-2.,De Baene W,Brain Imaging Behav,2020,2019/08/29,PMC7647963,,10.1007/s11682-019-00189-2,1,22,13,13,,,0,0,,seed-based,
292,31765632,Stairways to the brain: Transcutaneous spinal direct current stimulation (tsDCS) modulates a cerebellar-cortical network enhancing verb recovery,"Marangolo P, Fiori V, Caltagirone C, Incoccia C, Gili T.",Brain Res. 2020 Jan 15;1727:146564. doi: 10.1016/j.brainres.2019.146564. Epub 2019 Nov 22.,Marangolo P,Brain Res,2020,2019/11/26,,,10.1016/j.brainres.2019.146564,0,,,,,,,,,within-patient,
293,32256336,Structural and Functional Hippocampal Changes in Subjective Cognitive Decline From the Community,"Liang L, Zhao L, Wei Y, Mai W, Duan G, Su J, Nong X, Yu B, Li C, Mo X, Wilson G, Deng D, Kong J.",Front Aging Neurosci. 2020 Mar 17;12:64. doi: 10.3389/fnagi.2020.00064. eCollection 2020.,Liang L,Front Aging Neurosci,2020,2020/04/08,PMC7090024,,10.3389/fnagi.2020.00064,1,35,32,,,,0,0,,,
294,33336125,Complete hemispherotomy leads to lateralized functional organization and lower level of consciousness in the isolated hemisphere,"Blauwblomme T, Demertzi A, Tacchela JM, Fillon L, Bourgeois M, Losito E, Eisermann M, Marinazzo D, Raimondo F, Alcauter S, Van De Steen F, Colenbier N, Laureys S, Dangouloff-Ros V, Naccache L, Boddaert N, Nabbout R.",Epilepsia Open. 2020 Sep 24;5(4):537-549. doi: 10.1002/epi4.12433. eCollection 2020 Dec.,Blauwblomme T,Epilepsia Open,2020,2020/12/18,PMC7733653,,10.1002/epi4.12433,0,,,,,,,,,within-patient,
295,31740723,Oxytocin reduces the functional connectivity between brain regions involved in eating behavior in men with overweight and obesity,"Kerem L, Hadjikhani N, Holsen L, Lawson EA, Plessow F.",Int J Obes (Lond). 2020 May;44(5):980-989. doi: 10.1038/s41366-019-0489-7. Epub 2019 Nov 18.,Kerem L,Int J Obes (Lond),2020,2019/11/20,PMC7192759,NIHMS1541855,10.1038/s41366-019-0489-7,0,,,,,,,,,within-patient,
296,32304022,Aberrant static and dynamic functional connectivity of the executive control network in lung cancer patients after chemotherapy: a longitudinal fMRI study,"Hu L, Chen H, Su W, Zhang Y, You J, Gu W, Xiong Z, Yin X, Chen YC.",Brain Imaging Behav. 2020 Jun;14(3):927-940. doi: 10.1007/s11682-020-00287-6.,Hu L,Brain Imaging Behav,2020,2020/04/19,PMC7275001,,10.1007/s11682-020-00287-6,1,21,18,,,,0,0,,seed-based,
297,33396001,Biotypes of major depressive disorder: Neuroimaging evidence from resting-state default mode network patterns,"Liang S, Deng W, Li X, Greenshaw AJ, Wang Q, Li M, Ma X, Bai TJ, Bo QJ, Cao J, Chen GM, Chen W, Cheng C, Cheng YQ, Cui XL, Duan J, Fang YR, Gong QY, Guo WB, Hou ZH, Hu L, Kuang L, Li F, Li KM, Liu YS, Liu ZN, Long YC, Luo QH, Meng HQ, Peng DH, Qiu HT, Qiu J, Shen YD, Shi YS, Si TM, Wang CY, Wang F, Wang K, Wang L, Wang X, Wang Y, Wu XP, Wu XR, Xie CM, Xie GR, Xie HY, Xie P, Xu XF, Yang H, Yang J, Yu H, Yao JS, Yao SQ, Yin YY, Yuan YG, Zang YF, Zhang AX, Zhang H, Zhang KR, Zhang ZJ, Zhao JP, Zhou RB, Zhou YT, Zou CJ, Zuo XN, Yan CG, Li T.",Neuroimage Clin. 2020;28:102514. doi: 10.1016/j.nicl.2020.102514. Epub 2020 Nov 28.,Liang S,Neuroimage Clin,2020,2021/01/05,PMC7724374,,10.1016/j.nicl.2020.102514,1,707,288,204,,,1,0,"motivation, limitation",seed-based,
298,33113768,Quantitative Identification of Functional Connectivity Disturbances in Neuropsychiatric Lupus Based on Resting-State fMRI: A Robust Machine Learning Approach,"Simos NJ, Dimitriadis SI, Kavroulakis E, Manikis GC, Bertsias G, Simos P, Maris TG, Papadaki E.",Brain Sci. 2020 Oct 25;10(11):777. doi: 10.3390/brainsci10110777.,Simos NJ,Brain Sci,2020,2020/10/29,PMC7692139,,10.3390/brainsci10110777,1,44,39,,,,1,1,motivation,,
299,31785364,Association of rs1059004 polymorphism in the OLIG2 locus with whole-brain functional connectivity in first-episode schizophrenia,"Cai S, Lv Y, Huang K, Zhang W, Kang Y, Huang L, Wang J.",Behav Brain Res. 2020 Feb 3;379:112392. doi: 10.1016/j.bbr.2019.112392. Epub 2019 Nov 27.,Cai S,Behav Brain Res,2020,2019/12/01,,,10.1016/j.bbr.2019.112392,1,55,53,,,,0,0,,,
300,31958686,A 7 Tesla fMRI investigation of human tinnitus percept in cortical and subcortical auditory areas,"Berlot E, Arts R, Smit J, George E, Gulban OF, Moerel M, Stokroos R, Formisano E, De Martino F.",Neuroimage Clin. 2020;25:102166. doi: 10.1016/j.nicl.2020.102166. Epub 2020 Jan 11.,Berlot E,Neuroimage Clin,2020,2020/01/21,PMC6970183,,10.1016/j.nicl.2020.102166,1,6,6,,,,1,0,motivation,,
301,32513827,Dynamical Mechanisms of Interictal Resting-State Functional Connectivity in Epilepsy,"Courtiol J, Guye M, Bartolomei F, Petkoski S, Jirsa VK.",J Neurosci. 2020 Jul 15;40(29):5572-5588. doi: 10.1523/JNEUROSCI.0905-19.2020. Epub 2020 Jun 8.,Courtiol J,J Neurosci,2020,2020/06/10,PMC7363471,,10.1523/JNEUROSCI.0905-19.2020,0,,,,,,,,,method,
302,31070785,Cortical-Basal Ganglia-Cerebellar Networks in Unilateral Vocal Fold Paralysis: A Pilot Study,"Perez PL, Cueva KL, Rosen CA, Young VN, Naunheim ML, Yung KC, Schneider SL, Mizuiri D, Klein DJ, Houde JF, Hinkley LB, Nagarajan SS, Cheung SW.",Laryngoscope. 2020 Feb;130(2):460-464. doi: 10.1002/lary.28004. Epub 2019 May 9.,Perez PL,Laryngoscope,2020,2019/05/10,,,10.1002/lary.28004,1,12,10,,,,0,0,,seed-based,
