PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,250
35976269,Modeling functional network topology following stroke through graph theory: functional reorganization and motor recovery prediction,"Almeida SRM, Stefano Filho CA, Vicentini J, Novi SL, Mesquita RC, Castellano G, Li LM.",Braz J Med Biol Res. 2022 Aug 15;55:e12036. doi: 10.1590/1414-431X2022e12036. eCollection 2022.,Almeida SRM,Braz J Med Biol Res,2022,2022/08/17,PMC9377533,,10.1590/1414-431X2022e12036,IL,1,7,6,,,,0,0,,seed-based,
36178032,Altered dynamic functional connectivity in rectal cancer patients with and without chemotherapy: A resting-state fMRI study,"Zhang Q, Zhang W, Zhang P, Zhao Z, Yang L, Zheng F, Zhang L, Huang G, Zhang J, Zheng W, Ma R, Yao Z, Hu B.",Int J Neurosci. 2022 Sep 30:1-18. doi: 10.1080/00207454.2022.2130295. Online ahead of print.,Zhang Q,Int J Neurosci,2022,2022/09/30,,,10.1080/00207454.2022.2130295,IL,1,33,21,18,,,0,0,,,
36122541,State-dependent reductions of local brain connectivity in schizophrenia and their relation to performance and symptoms: A functional magnetic resonance imaging study,"Damiani S, Tarchi L, La-Torraca-Vittori P, Scalabrini A, Castellini G, Ricca V, Fusar-Poli P, Politi P.",Psychiatry Res Neuroimaging. 2022 Sep 6;326:111541. doi: 10.1016/j.pscychresns.2022.111541. Online ahead of print.,Damiani S,Psychiatry Res Neuroimaging,2022,2022/09/19,,,10.1016/j.pscychresns.2022.111541,IL,0,,,,,,,,,no FC,
34986371,Decreased salience network fMRI functional connectivity following a course of rTMS for treatment-resistant depression,"Godfrey KEM, Muthukumaraswamy SD, Stinear CM, Hoeh N.",J Affect Disord. 2022 Mar 1;300:235-242. doi: 10.1016/j.jad.2021.12.129. Epub 2022 Jan 2.,Godfrey KEM,J Affect Disord,2022,2022/01/05,,,10.1016/j.jad.2021.12.129,IL,0,,,,,,,,,"within-patient, TMS",
35814958,Abnormal Functional Connectivity Between Cerebral Hemispheres in Patients With High Myopia: A Resting FMRI Study Based on Voxel-Mirrored Homotopic Connectivity,"Cheng Y, Chen XL, Shi L, Li SY, Huang H, Zhong PP, Wu XR.",Front Hum Neurosci. 2022 Jun 23;16:910846. doi: 10.3389/fnhum.2022.910846. eCollection 2022.,Cheng Y,Front Hum Neurosci,2022,2022/07/11,PMC9259881,,10.3389/fnhum.2022.910846,IL,1,89,59,,,,0,0,,,
36103377,Default-Mode Network Connectivity Changes During the Progression Toward Alzheimer's Dementia: A Longitudinal Functional Magnetic Resonance Imaging Study,"Malotaux V, Dricot L, Quenon L, Lhommel R, Ivanoiu A, Hanseeuw B.",Brain Connect. 2022 Oct 10. doi: 10.1089/brain.2022.0008. Online ahead of print.,Malotaux V,Brain Connect,2022,2022/09/14,,,10.1089/brain.2022.0008,IL,0,,,,,,,,,no access,
36003302,Training intervention effects on cognitive performance and neuronal plasticity-A pilot study,"Wiebking C, Lin CI, Wippert PM.",Front Neurol. 2022 Aug 5;13:773813. doi: 10.3389/fneur.2022.773813. eCollection 2022.,Wiebking C,Front Neurol,2022,2022/08/25,PMC9393784,,10.3389/fneur.2022.773813,IL,1,9,7,5,,,1,1,motivation,seed-based,
36213743,Sight restoration reverses blindness-induced cross-modal functional connectivity changes between the visual and somatosensory cortex at rest,"Nadvar N, Stiles N, Choupan J, Patel V, Ameri H, Shi Y, Liu Z, Jonides J, Weiland J.",Front Neurosci. 2022 Sep 23;16:902866. doi: 10.3389/fnins.2022.902866. eCollection 2022.,Nadvar N,Front Neurosci,2022,2022/10/10,PMC9539921,,10.3389/fnins.2022.902866,IL,1,10,10,7,,,1,1,motivation,seed-based,
35800086,fMRI Findings in Cortical Brain Networks Interactions in Migraine Following Repetitive Transcranial Magnetic Stimulation,"Markin K, Trufanov A, Frunza D, Litvinenko I, Tarumov D, Krasichkov A, Polyakova V, Efimtsev A, Medvedev D.",Front Neurol. 2022 Jun 21;13:915346. doi: 10.3389/fneur.2022.915346. eCollection 2022.,Markin K,Front Neurol,2022,2022/07/08,PMC9253380,,10.3389/fneur.2022.915346,IL,0,,,,,,,,,"within-patient, TMS",
36070656,Consistent connectome landscape mining for cross-site brain disease identification using functional MRI,"Wang M, Zhang D, Huang J, Liu M, Liu Q.",Med Image Anal. 2022 Aug 29;82:102591. doi: 10.1016/j.media.2022.102591. Online ahead of print.,Wang M,Med Image Anal,2022,2022/09/07,,,10.1016/j.media.2022.102591,IL,0,,,,,,,,,method,
35263751,Menstrual Cycle-Related Changes in Women with Schizophrenia: A Resting-State fMRI Study,"Noyan H, Hamamci A, Firat Z, Sarsilmaz A, Ucok A.",Neuropsychobiology. 2022;81(4):296-310. doi: 10.1159/000522002. Epub 2022 Mar 9.,Noyan H,Neuropsychobiology,2022,2022/03/09,,,10.1159/000522002,IL,1,13,13,,,,1,1,motivation,,
35401422,Transcutaneous Auricular Vagus Nerve Stimulation Modulates the Prefrontal Cortex in Chronic Insomnia Patients: fMRI Study in the First Session,"He JK, Jia BH, Wang Y, Li SY, Zhao B, Zhou ZG, Bi YZ, Wu MZ, Li L, Zhang JL, Fang JL, Rong PJ.",Front Neurol. 2022 Mar 24;13:827749. doi: 10.3389/fneur.2022.827749. eCollection 2022.,He JK,Front Neurol,2022,2022/04/11,PMC8987020,,10.3389/fneur.2022.827749,IL,1,24,18,,,,0,0,,,
35398109,The effect of early cognitive behavior therapy for first-episode treatment-naive major depressive disorder,"Wu Z, Wang C, Dai Y, Xiao C, Zhang N, Zhong Y.",J Affect Disord. 2022 Jul 1;308:31-38. doi: 10.1016/j.jad.2022.04.008. Epub 2022 Apr 6.,Wu Z,J Affect Disord,2022,2022/04/10,,,10.1016/j.jad.2022.04.008,IL,1,27,22,,,,0,0,,,
35197822,Not Only in Sensorimotor Network: Local and Distant Cerebral Inherent Activity of Chronic Ankle Instability-A Resting-State fMRI Study,"Shen Y, Wang W, Wang Y, Yang L, Yuan C, Yang Y, Wu F, Wang J, Deng Y, Wang X, Liu H.",Front Neurosci. 2022 Feb 7;16:835538. doi: 10.3389/fnins.2022.835538. eCollection 2022.,Shen Y,Front Neurosci,2022,2022/02/24,PMC8859266,,10.3389/fnins.2022.835538,IL,1,39,25,,,,0,0,,seed-based,
35356911,Assessment of disrupted brain functional connectome in tuberous sclerosis complex using resting-state fMRI,"Tsai JD, Ho MC, Shen CY, Weng JC.",Medicine (Baltimore). 2022 Mar 18;101(11):e29024. doi: 10.1097/MD.0000000000029024.,Tsai JD,Medicine (Baltimore),2022,2022/03/31,,,10.1097/MD.0000000000029024,IL,1,40,18,,,,0,0,,,
35635932,Default mode network components and its relationship with anomalous self-experiences in schizophrenia: A rs-fMRI exploratory study,"Roig-Herrero A, Planchuelo-Gómez Á, Hernández-García M, de Luis-García R, Fernández-Linsenbarth I, Beño-Ruiz-de-la-Sierra RM, Molina V.",Psychiatry Res Neuroimaging. 2022 Aug;324:111495. doi: 10.1016/j.pscychresns.2022.111495. Epub 2022 May 24.,Roig-Herrero A,Psychiatry Res Neuroimaging,2022,2022/05/31,,,10.1016/j.pscychresns.2022.111495,IL,0,,,,,,,,,within-patient,
35405342,Post-stroke reorganization of transient brain activity characterizes deficits and recovery of cognitive functions,"Pirondini E, Kinany N, Sueur CL, Griffis JC, Shulman GL, Corbetta M, Van De Ville D.",Neuroimage. 2022 Jul 15;255:119201. doi: 10.1016/j.neuroimage.2022.119201. Epub 2022 Apr 9.,Pirondini E,Neuroimage,2022,2022/04/11,,,10.1016/j.neuroimage.2022.119201,IL,1,103,19,,,,0,0,,,
35463118,Aberrant Inter-hemispheric Connectivity in Patients With Recurrent Major Depressive Disorder: A Multimodal MRI Study,"Zheng G, Yingli Z, Shengli C, Zhifeng Z, Bo P, Gangqiang H, Yingwei Q.",Front Neurol. 2022 Apr 8;13:852330. doi: 10.3389/fneur.2022.852330. eCollection 2022.,Zheng G,Front Neurol,2022,2022/04/25,PMC9028762,,10.3389/fneur.2022.852330,IL,1,140,44,,,,0,0,,seed-based,
36158617,Visually driven functional MRI techniques for characterization of optic neuropathy,"Sujanthan S, Shmuel A, Mendola JD.",Front Hum Neurosci. 2022 Sep 9;16:943603. doi: 10.3389/fnhum.2022.943603. eCollection 2022.,Sujanthan S,Front Hum Neurosci,2022,2022/09/26,PMC9500431,,10.3389/fnhum.2022.943603,IL,0,,,,,,,,,review,
35635931,An fMRI study of cognitive regulation of reward processing in generalized anxiety disorder (GAD),"De la Peña-Arteaga V, Fernández-Rodríguez M, Silva Moreira P, Abreu T, Portugal-Nunes C, Soriano-Mas C, Picó-Pérez M, Sousa N, Ferreira S, Morgado P.",Psychiatry Res Neuroimaging. 2022 Aug;324:111493. doi: 10.1016/j.pscychresns.2022.111493. Epub 2022 May 17.,De la Peña-Arteaga V,Psychiatry Res Neuroimaging,2022,2022/05/31,,,10.1016/j.pscychresns.2022.111493,IL,1,15,11,,,,1,0,"limitation, interpretation",seed-based,
35833088,Identifying Modulated Functional Connectivity in Corresponding Cerebral Networks in Facial Nerve Lesions Patients With Facial Asymmetry,"Ma H, Zhou YL, Wang WJ, Chen G, Li Q, Lu YC, Wang W.",Front Neurosci. 2022 Jun 27;16:943919. doi: 10.3389/fnins.2022.943919. eCollection 2022.,Ma H,Front Neurosci,2022,2022/07/14,PMC9271667,,10.3389/fnins.2022.943919,IL,1,22,15,,,,0,0,,seed-based,
35228583,Functional network connectivity imprint in febrile seizures,"Acharya UV, Kulanthaivelu K, Panda R, Saini J, Gupta AK, Sankaran BP, Raghavendra K, Mundlamuri RC, Sinha S, Keshavamurthy ML, Bharath RD.",Sci Rep. 2022 Feb 28;12(1):3267. doi: 10.1038/s41598-022-07173-9.,Acharya UV,Sci Rep,2022,2022/03/01,PMC8885759,,10.1038/s41598-022-07173-9,IL,1,13,11,,,,0,0,,,
35787397,Neural mechanisms of aberrant self-referential processing in patients with generalized anxiety disorder,"Cui Q, Chen Y, Tang Q, Sheng W, Li D, Zeng Y, Jiang K, He Z, Chen H.",Prog Neuropsychopharmacol Biol Psychiatry. 2022 Dec 20;119:110595. doi: 10.1016/j.pnpbp.2022.110595. Epub 2022 Jul 1.,Cui Q,Prog Neuropsychopharmacol Biol Psychiatry,2022,2022/07/05,,,10.1016/j.pnpbp.2022.110595,,,,,,,,,,,,
35471638,Modulation effect of substantia nigra iron deposition and functional connectivity on putamen glucose metabolism in Parkinson's disease,"Zang Z, Song T, Li J, Yan S, Nie B, Mei S, Ma J, Yang Y, Shan B, Zhang Y, Lu J.",Hum Brain Mapp. 2022 Aug 15;43(12):3735-3744. doi: 10.1002/hbm.25880. Epub 2022 Apr 26.,Zang Z,Hum Brain Mapp,2022,2022/04/26,PMC9294292,,10.1002/hbm.25880,,,,,,,,,,,,
35141898,"Causal effects of psychostimulants on neural connectivity: a mechanistic, randomized clinical trial","Wang Y, Kessel E, Lee S, Hong S, Raffanello E, Hulvershorn LA, Margolis A, Peterson BS, Posner J.",J Child Psychol Psychiatry. 2022 Feb 9:10.1111/jcpp.13585. doi: 10.1111/jcpp.13585. Online ahead of print.,Wang Y,J Child Psychol Psychiatry,2022,2022/02/10,PMC9360200,NIHMS1812329,10.1111/jcpp.13585,,,,,,,,,,,,
36062001,Abnormal topological parameters in the default mode network in patients with impaired cognition undergoing maintenance hemodialysis,"Cao C, Zhang D, Liu W.",Front Neurol. 2022 Aug 18;13:951302. doi: 10.3389/fneur.2022.951302. eCollection 2022.,Cao C,Front Neurol,2022,2022/09/05,PMC9433780,,10.3389/fneur.2022.951302,,,,,,,,,,,,
35329804,Abnormal Intrinsic Functional Hubs in Corneal Ulcer: Evidence from a Voxel-Wise Degree Centrality Analysis,"Chen MJ, Huang R, Liang RB, Pan YC, Shu HY, Liao XL, Xu SH, Ying P, Kang M, Zhang LJ, Ge QM, Shao Y.",J Clin Med. 2022 Mar 8;11(6):1478. doi: 10.3390/jcm11061478.,Chen MJ,J Clin Med,2022,2022/03/25,PMC8949159,,10.3390/jcm11061478,,,,,,,,,,,,
35364587,Functional connectivity between mesial temporal and default mode structures may help lateralize surgical temporal lobe epilepsy,"Narasimhan S, González HFJ, Johnson GW, Wills KE, Paulo DL, Morgan VL, Englot DJ.",J Neurosurg. 2022 Apr 1:1-11. doi: 10.3171/2022.1.JNS212031. Online ahead of print.,Narasimhan S,J Neurosurg,2022,2022/04/01,PMC9525455,NIHMS1796500,10.3171/2022.1.JNS212031,,,,,,,,,,,,
36034152,Altered functional connectivity of cerebellar dentate nucleus in peak-dose dyskinesia in Parkinson's disease,"Zhang H, Wang L, Gan C, Cao X, Ji M, Sun H, Yuan Y, Zhang K.",Front Aging Neurosci. 2022 Aug 2;14:943179. doi: 10.3389/fnagi.2022.943179. eCollection 2022.,Zhang H,Front Aging Neurosci,2022,2022/08/29,PMC9400811,,10.3389/fnagi.2022.943179,,,,,,,,,,,,
35397062,Altered topological properties of the intrinsic functional brain network in patients with right-sided unilateral hearing loss caused by acoustic neuroma,"Fan Z, Fan Z, Qiu T, Hu L, Shi Y, Xia Y, Sun X, Liu Y, Li S, Xia M, Zhu W.",Brain Imaging Behav. 2022 Aug;16(4):1873-1883. doi: 10.1007/s11682-022-00658-1. Epub 2022 Apr 9.,Fan Z,Brain Imaging Behav,2022,2022/04/09,,,10.1007/s11682-022-00658-1,,,,,,,,,,,,
35933494,Associated factors and abnormal dorsal raphe nucleus connectivity patterns of freezing of gait in Parkinson's disease,"Lv L, Zhang H, Tan X, Long Z, Qin L, Bai R, Xiao Q, Wu Z, Hu S, Tan C, Liao H, Yan W, Tang B, Ren F, Wang C.",J Neurol. 2022 Aug 6. doi: 10.1007/s00415-022-11294-6. Online ahead of print.,Lv L,J Neurol,2022,2022/08/06,,,10.1007/s00415-022-11294-6,,,,,,,,,,,,
35668086,Reduced nucleus accumbens functional connectivity in reward network and default mode network in patients with recurrent major depressive disorder,"Ding YD, Chen X, Chen ZB, Li L, Li XY, Castellanos FX, Bai TJ, Bo QJ, Cao J, Chang ZK, Chen GM, Chen NX, Chen W, Cheng C, Cheng YQ, Cui XL, Duan J, Fang YR, Gong QY, Hou ZH, Hu L, Kuang L, Li F, Li HX, Li KM, Li T, Liu YS, Liu ZN, Long YC, Lu B, Luo QH, Meng HQ, Peng DH, Qiu HT, Qiu J, Shen YD, Shi YS, Si TM, Tang YQ, Wang CY, Wang F, Wang K, Wang L, Wang X, Wang Y, Wang YW, Wu XP, Wu XR, Xie CM, Xie GR, Xie HY, Xie P, Xu XF, Yang H, Yang J, Yao JS, Yao SQ, Yin YY, Yuan YG, Zang YF, Zhang AX, Zhang H, Zhang KR, Zhang L, Zhang ZJ, Zhao JP, Zhou RB, Zhou YT, Zhu JJ, Zhu ZC, Zou CJ, Zuo XN, Yan CG, Guo WB.",Transl Psychiatry. 2022 Jun 6;12(1):236. doi: 10.1038/s41398-022-01995-x.,Ding YD,Transl Psychiatry,2022,2022/06/06,PMC9170720,,10.1038/s41398-022-01995-x,,,,,,,,,,,,
35078209,Brain Functional Network Abnormalities in Parkinson's Disease with Mild Cognitive Impairment,"Suo X, Lei D, Li N, Peng J, Chen C, Li W, Qin K, Kemp GJ, Peng R, Gong Q.",Cereb Cortex. 2022 Jan 25:bhab520. doi: 10.1093/cercor/bhab520. Online ahead of print.,Suo X,Cereb Cortex,2022,2022/01/25,,,10.1093/cercor/bhab520,,,,,,,,,,,,
36120754,The influence of white matter hyperintensities severity on functional brain activity in cerebral small vessel disease: An rs-fMRI study,"Hu Y, Yang Y, Hou X, Zhou Y, Nie S.",J Xray Sci Technol. 2022 Sep 16. doi: 10.3233/XST-221218. Online ahead of print.,Hu Y,J Xray Sci Technol,2022,2022/09/19,,,10.3233/XST-221218,,,,,,,,,,,,
35863180,Sleep discrepancy is associated with alterations in the salience network in patients with insomnia disorder: An EEG-fMRI study,"Li Y, Zou G, Shao Y, Yao P, Liu J, Zhou S, Hu S, Xu J, Guo Y, Gao JH, Zou Q, Sun H.",Neuroimage Clin. 2022;35:103111. doi: 10.1016/j.nicl.2022.103111. Epub 2022 Jul 14.,Li Y,Neuroimage Clin,2022,2022/07/21,PMC9421431,,10.1016/j.nicl.2022.103111,,,,,,,,,,,,
35112346,Precentral gyrus and insula responses to stress vary with duration to diagnosis in functional seizures,"Goodman AM, Allendorfer JB, LaFrance WC Jr, Szaflarski JP.",Epilepsia. 2022 Apr;63(4):865-879. doi: 10.1111/epi.17179. Epub 2022 Feb 2.,Goodman AM,Epilepsia,2022,2022/02/03,,,10.1111/epi.17179,,,,,,,,,,,,
35160070,Functional Network Connectivity Reveals the Brain Functional Alterations in Breast Cancer Survivors,"Bukkieva T, Pospelova M, Efimtsev A, Fionik O, Alekseeva T, Samochernych K, Gorbunova E, Krasnikova V, Makhanova A, Levchuk A, Trufanov G, Combs S, Shevtsov M.",J Clin Med. 2022 Jan 26;11(3):617. doi: 10.3390/jcm11030617.,Bukkieva T,J Clin Med,2022,2022/02/15,PMC8837129,,10.3390/jcm11030617,,,,,,,,,,,,
35845541,Intrinsic network changes associated with cognitive impairment in patients with hearing loss and tinnitus: a resting-state functional magnetic resonance imaging study,"Ma X, Li W, Wang Q, He X, Qu X, Li T, Zhang L, Liu Z.",Ann Transl Med. 2022 Jun;10(12):690. doi: 10.21037/atm-22-2135.,Ma X,Ann Transl Med,2022,2022/07/18,PMC9279810,,10.21037/atm-22-2135,,,,,,,,,,,,
36152733,Altered functional connectivity in emotional subregions of the anterior cingulate cortex in young and middle-aged patients with major depressive disorder: A resting-state fMRI study,"Zhang Q, Wu J, Pei C, Ma M, Dong Y, Gao M, Zhang H.",Biol Psychol. 2022 Sep 21;175:108426. doi: 10.1016/j.biopsycho.2022.108426. Online ahead of print.,Zhang Q,Biol Psychol,2022,2022/09/24,,,10.1016/j.biopsycho.2022.108426,,,,,,,,,,,,
35625032,Investigating the Migraine Cycle over 21 Consecutive Days Using Proton Magnetic Resonance Spectroscopy and Resting-State fMRI: A Pilot Study,"Filippi V, Steiger R, Beliveau V, Frank F, Kaltseis K, Gizewski ER, Broessner G.",Brain Sci. 2022 May 14;12(5):646. doi: 10.3390/brainsci12050646.,Filippi V,Brain Sci,2022,2022/05/28,PMC9139142,,10.3390/brainsci12050646,,,,,,,,,,,,
35812093,Altered Long- and Short-Range Functional Connectivity Density in Patients With Thyroid-Associated Ophthalmopathy: A Resting-State fMRI Study,"Jiang WH, Chen HH, Chen W, Wu Q, Chen L, Zhou J, Xu XQ, Hu H, Wu FY.",Front Neurol. 2022 Jun 23;13:902912. doi: 10.3389/fneur.2022.902912. eCollection 2022.,Jiang WH,Front Neurol,2022,2022/07/11,PMC9259934,,10.3389/fneur.2022.902912,,,,,,,,,,,,
35934920,Connectivity of corticostriatal circuits in nonmanifesting LRRK2 G2385R and R1628P carriers,"Zhang D, Yao J, Ma J, Gao L, Sun J, Fang J, He H, Wu T.",CNS Neurosci Ther. 2022 Aug 7. doi: 10.1111/cns.13933. Online ahead of print.,Zhang D,CNS Neurosci Ther,2022,2022/08/08,,,10.1111/cns.13933,,,,,,,,,,,,
35792418,Increased cortical-medulla functional connectivity is correlated with swallowing in dysphagia patients with subacute infratentorial stroke,"Dai M, Qiao J, Wei X, Chen H, Shi Z, Dou Z.",Neuroimage Clin. 2022;35:103104. doi: 10.1016/j.nicl.2022.103104. Epub 2022 Jul 1.,Dai M,Neuroimage Clin,2022,2022/07/06,PMC9421453,,10.1016/j.nicl.2022.103104,,,,,,,,,,,,
35978042,Brain functional connectivity differences between responders and non-responders to sleeve gastrectomy,"Mallio CA, Spagnolo G, Piervincenzi C, Petsas N, Boccetti D, Spani F, Gallo IF, Sisto A, Quintiliani L, Di Gennaro G, Bruni V, Quattrocchi CC.",Neuroradiology. 2022 Aug 18. doi: 10.1007/s00234-022-03043-3. Online ahead of print.,Mallio CA,Neuroradiology,2022,2022/08/17,,,10.1007/s00234-022-03043-3,,,,,,,,,,,,
36216896,Aberrant intrinsic functional brain networks in patients with functional constipation,"Yu X, Yu J, Li Y, Cong J, Wang C, Fan R, Wang W, Zhou L, Xu C, Li Y, Liu Y.",Neuroradiology. 2022 Oct 11. doi: 10.1007/s00234-022-03064-y. Online ahead of print.,Yu X,Neuroradiology,2022,2022/10/10,,,10.1007/s00234-022-03064-y,,,,,,,,,,,,
36048259,Interplay of tau and functional network connectivity in progressive supranuclear palsy: a [(18)F]PI-2620 PET/MRI study,"Aghakhanyan G, Rullmann M, Rumpf J, Schroeter ML, Scherlach C, Patt M, Brendel M, Koglin N, Stephens AW, Classen J, Hoffmann KT, Sabri O, Barthel H.",Eur J Nucl Med Mol Imaging. 2022 Sep 1. doi: 10.1007/s00259-022-05952-0. Online ahead of print.,Aghakhanyan G,Eur J Nucl Med Mol Imaging,2022,2022/09/01,,,10.1007/s00259-022-05952-0,,,,,,,,,,,,
35460446,The role of the default mode network in longitudinal functional brain reorganization of brain gliomas,"Saviola F, Zigiotto L, Novello L, Zacà D, Annicchiarico L, Corsini F, Rozzanigo U, Papagno C, Jovicich J, Sarubbo S.",Brain Struct Funct. 2022 Apr 23. doi: 10.1007/s00429-022-02490-1. Online ahead of print.,Saviola F,Brain Struct Funct,2022,2022/04/23,,,10.1007/s00429-022-02490-1,,,,,,,,,,,,
36138998,Temporal Stability of Dynamic Default Mode Network Connectivity Negatively Correlates with Suicidality in Major Depressive Disorder,"Ouyang X, Long Y, Wu Z, Liu D, Liu Z, Huang X.",Brain Sci. 2022 Sep 17;12(9):1263. doi: 10.3390/brainsci12091263.,Ouyang X,Brain Sci,2022,2022/09/23,PMC9496878,,10.3390/brainsci12091263,,,,,,,,,,,,
35013326,Functional connectivity in Parkinson's disease candidates for deep brain stimulation,"Albano L, Agosta F, Basaia S, Cividini C, Stojkovic T, Sarasso E, Stankovic I, Tomic A, Markovic V, Stefanova E, Mortini P, Kostic VS, Filippi M.",NPJ Parkinsons Dis. 2022 Jan 10;8(1):4. doi: 10.1038/s41531-021-00268-6.,Albano L,NPJ Parkinsons Dis,2022,2022/01/11,PMC8748462,,10.1038/s41531-021-00268-6,,,,,,,,,,,,
35713110,Reduced anhedonia following internet-based cognitive-behavioral therapy for depression is mediated by enhanced reward circuit activation,"Hanuka S, Olson EA, Admon R, Webb CA, Killgore WDS, Rauch SL, Rosso IM, Pizzagalli DA.",Psychol Med. 2022 Jun 17:1-10. doi: 10.1017/S0033291722001106. Online ahead of print.,Hanuka S,Psychol Med,2022,2022/06/17,,,10.1017/S0033291722001106,,,,,,,,,,,,
36119681,Transcutaneous auricular vagus nerve immediate stimulation treatment for treatment-resistant depression: A functional magnetic resonance imaging study,"Ma Y, Wang Z, He J, Sun J, Guo C, Du Z, Chen L, Luo Y, Gao D, Hong Y, Zhang L, Liu Y, Fang J.",Front Neurol. 2022 Sep 1;13:931838. doi: 10.3389/fneur.2022.931838. eCollection 2022.,Ma Y,Front Neurol,2022,2022/09/19,PMC9477011,,10.3389/fneur.2022.931838,,,,,,,,,,,,
36203841,Alteration of resting-state functional connectivity network properties in patients with social anxiety disorder after virtual reality-based self-training,"Kim H, Kim BH, Kim MK, Eom H, Kim JJ.",Front Psychiatry. 2022 Sep 20;13:959696. doi: 10.3389/fpsyt.2022.959696. eCollection 2022.,Kim H,Front Psychiatry,2022,2022/10/07,PMC9530634,,10.3389/fpsyt.2022.959696,,,,,,,,,,,,
35198768,MRI biomarkers for Alzheimer's disease: the impact of functional connectivity in the default mode network and structural connectivity between lobes on diagnostic accuracy,"Mohtasib R, Alghamdi J, Jobeir A, Masawi A, Pedrosa de Barros N, Billiet T, Struyfs H, Phan TV, Van Hecke W, Ribbens A.",Heliyon. 2022 Feb 2;8(2):e08901. doi: 10.1016/j.heliyon.2022.e08901. eCollection 2022 Feb.,Mohtasib R,Heliyon,2022,2022/02/24,PMC8841367,,10.1016/j.heliyon.2022.e08901,,,,,,,,,,,,
34978117,Self-referential processes and resting-state connectivity in breast cancer patients before and 1 year after chemotherapy,"Perrier J, Joue G, Desgranges B, Allouache D, Levy C, Noal S, Dayan J, Eustache F, Joly F, Viard A, Giffard B.",Eur J Neurosci. 2022 Jan;55(2):624-636. doi: 10.1111/ejn.15587. Epub 2022 Jan 7.,Perrier J,Eur J Neurosci,2022,2022/01/03,,,10.1111/ejn.15587,,,,,,,,,,,,
35091366,Irregular degree centrality in neuromyelitis optica spectrum disorder patients with optic neuritis: A resting-state functional magnetic resonance imaging study,"Wei R, Yan J, Wu H, Meng F, He F, Liu X, Liang H.",Mult Scler Relat Disord. 2022 Mar;59:103542. doi: 10.1016/j.msard.2022.103542. Epub 2022 Jan 21.,Wei R,Mult Scler Relat Disord,2022,2022/01/29,,,10.1016/j.msard.2022.103542,,,,,,,,,,,,
36034501,Alterations in local activity and functional connectivity in patients with postherpetic neuralgia after short-term spinal cord stimulation,"Fan X, Ren H, Bu C, Lu Z, Wei Y, Xu F, Fu L, Ma L, Kong C, Wang T, Zhang Y, Liu Q, Huang W, Bu H, Yuan J.",Front Mol Neurosci. 2022 Aug 11;15:938280. doi: 10.3389/fnmol.2022.938280. eCollection 2022.,Fan X,Front Mol Neurosci,2022,2022/08/29,PMC9405669,,10.3389/fnmol.2022.938280,,,,,,,,,,,,
35158018,Abnormal Degree Centrality as a Potential Imaging Biomarker for Right Temporal Lobe Epilepsy: A Resting-state Functional Magnetic Resonance Imaging Study and Support Vector Machine Analysis,"Gao Y, Xiong Z, Wang X, Ren H, Liu R, Bai B, Zhang L, Li D.",Neuroscience. 2022 Apr 1;487:198-206. doi: 10.1016/j.neuroscience.2022.02.004. Epub 2022 Feb 11.,Gao Y,Neuroscience,2022,2022/02/14,,,10.1016/j.neuroscience.2022.02.004,,,,,,,,,,,,
36009092,Resting-State Functional Connectivity Analyses: Brain Functional Reorganization in a Rat Model of Postherpetic Neuralgia,"Han S, Wu G, Wei X, Meng X, Zang F, Shen L, Dai H, Wang L, Li Y.",Brain Sci. 2022 Aug 3;12(8):1029. doi: 10.3390/brainsci12081029.,Han S,Brain Sci,2022,2022/08/26,PMC9405817,,10.3390/brainsci12081029,,,,,,,,,,,,
36206887,Anticipatory cues in emotional processing shift the activation of a combined salience sensorimotor functional network in drug-naïve depressed patients,"Vieira R, Reis J, Portugal-Nunes C, Coelho A, Magalhães R, Ferreira S, Moreira PS, Sousa N, Picó-Pérez M, Bessa JM.",J Affect Disord. 2022 Oct 4:S0165-0327(22)01179-X. doi: 10.1016/j.jad.2022.09.165. Online ahead of print.,Vieira R,J Affect Disord,2022,2022/10/07,,,10.1016/j.jad.2022.09.165,,,,,,,,,,,,
35785340,Brain Structural and Functional Dissociated Patterns in Degenerative Cervical Myelopathy: A Case-Controlled Retrospective Resting-State fMRI Study,"Zhou Y, Shi J.",Front Neurol. 2022 Jun 15;13:895348. doi: 10.3389/fneur.2022.895348. eCollection 2022.,Zhou Y,Front Neurol,2022,2022/07/05,PMC9240811,,10.3389/fneur.2022.895348,,,,,,,,,,,,
36113277,The role of basal ganglia network in neural plasticity in neuromyelitis optica spectrum disorder with myelitis,"Yang L, Qin Y, Chen K, Xu C, Peng M, Tan S, Liu T, Yao D.",Mult Scler Relat Disord. 2022 Sep 9;68:104170. doi: 10.1016/j.msard.2022.104170. Online ahead of print.,Yang L,Mult Scler Relat Disord,2022,2022/09/16,,,10.1016/j.msard.2022.104170,,,,,,,,,,,,
